date,ticker,ret
2022-05-06,AVYA,-0.31018155339469666
2022-05-06,AVYAQ,-0.31018155339469666
2022-05-09,CIFRW,-0.3241795179401543
2022-05-09,SNCR,-0.32190946005250287
2022-05-09,QUOT,-0.3510972112500682
2022-05-09,FXLV,-0.3505374230181504
2022-05-11,CAMPQ,-0.3045325969371915
2022-05-11,BMTX,-0.3137264539786079
2022-05-11,ADN,-0.30078451089547964
2022-05-18,KIRK,-0.3100107778543477
2022-05-20,LVOX,-0.30017164114136596
2022-06-01,BIG,-0.3459552146932091
2022-06-07,CONN,-0.31473066033870845
2022-07-15,ATIP,-0.3371190549598093
2022-07-27,FXLV,-0.6564885493867698
2022-07-29,AVYA,-0.59883929534112
2022-07-29,AVYAQ,-0.5986607208905019
2022-08-10,EMKR,-0.31081081081081086
2022-08-23,QUOT,-0.31649833271561245
2022-09-20,GHL,-0.3143631928584346
2022-10-10,AVYA,-0.30188679811127506
2022-10-10,AVYAQ,-0.30188679811127506
2022-10-19,CURO,-0.30818071405695724
2022-10-19,CUROQ,-0.31826404378072015
2022-10-20,MPLNW,-0.42312251287346936
2022-10-20,MPLN-WT,-0.42312251287346936
2022-10-24,AXDX,-0.3776546998275149
2022-10-24,AXDXQ,-0.3776546998275149
2022-11-08,ATIP,-0.3280000305175781
2022-12-06,SNCR,-0.32028156116427176
2022-12-20,BIG,-0.3062111658520761
2023-02-27,FXLV,-0.33980581924985487
2023-03-07,CURO,-0.3151806559356285
2023-03-07,CUROQ,-0.3151806559356285
2023-03-17,HMST,-0.31140563487594963
2023-03-21,CYXTQ,-0.3098957930730336
2023-03-21,CYXT,-0.3098957930730336
2023-03-22,JOAN,-0.30877189665583216
2023-03-23,BIG,-0.3020008650926339
2023-03-28,CONN,-0.3254364665060562
2023-04-18,CAMP_old,-0.3165467568670912
2023-04-18,CAMPQ,-0.3165467568670912
2023-04-25,HMST,-0.3735399393078658
2023-05-02,FXLV,-0.34155168365142174
2023-05-10,ARKOW,-0.30974402917008625
2023-05-16,CONN,-0.34644134757631917
2023-05-24,BIG,-0.3038485235837668
2023-08-24,BIG,-0.30917327776461334
2023-09-21,ESPR,-0.3144654022035125
2023-09-26,ARKOW,-0.3201385627098934
2023-10-09,CUTRQ,-0.3046286180034723
2023-10-09,CUTR,-0.3046286180034723
2023-10-18,COMM,-0.3005952446419503
2023-11-13,ATUS,-0.33197090944006413
2024-01-17,ATUS,-0.3239540537228268
2024-01-18,IRBTQ,-0.3923404932008525
2024-02-21,COMM,-0.3237390848521895
2024-02-28,ARKOW,-0.41913663201059526
2024-03-15,CONN,-0.3017770922703925
2024-04-03,CIVIW,-0.37541053010587755
2024-04-12,BIG,-0.3248532372716443
