date,ticker,ret,gross_ret,type
2010-10-13,MECK,0.020966867050126625,0.02777775149707007,target
2010-10-13,MNTG,0.05806453944989287,0.05806453944989287,target
2010-10-14,CAMP_old,0.039942951308211905,0.04591855083146967,target
2010-10-14,CAMPQ,0.0396596190152525,0.04583328780200935,target
2010-10-15,NAVB,-0.08890078081165642,-0.08890078081165642,stop
2010-10-15,WAYS,-0.08391277521077811,-0.06007063677139113,stop
2010-10-15,WAYSD,-0.08391278201330821,-0.060070671378091856,stop
2010-10-18,ALXA,-0.04138724865248833,-0.028985479703797723,target
2010-10-18,ACFC,-0.18518518518518512,-0.18518518518518523,stop
2010-10-19,VELA,0.2803088233966444,0.2870028263984381,target
2010-10-19,VQ,-0.08058822856229897,-0.08058822856229897,stop
2010-10-20,BLUD,0.023099958270322185,0.028464961022352187,target
2010-10-21,GIG1,0.15890833209998445,0.15890833209998445,target
2010-10-21,NIHDQ,0.03770494878820818,0.03770494878820818,target
2010-10-22,HCFB,-0.08333333333333326,-0.08333333333333337,stop
2010-10-22,WAYSD,-0.0467367284690422,-0.0467367284690422,target
2010-10-22,WAYS,-0.04673679946590481,-0.04673679946590481,target
2010-10-25,KNL,0.03559209240131733,0.03559209240131733,target
2010-10-26,BBNK,0.06482952619659765,0.06482952619659765,target
2010-10-26,CBST,0.028924766649586875,0.031082315973063768,target
2010-10-27,ARC,0.09785934826540355,0.09785934826540355,target
2010-10-28,BNCL,-0.06777496140332562,-0.06777496140332562,stop
2010-10-28,FNRG,0.6268943793475055,1.4916665756040168,target
2010-10-29,BKEP,-0.06578947450975958,-0.06578947450975958,stop
2010-11-01,SVNTQ,0.053615042386878864,0.06631520759483367,target
2010-11-03,AMLN,0.13821747201014412,0.15412509976618116,target
2010-11-03,GRNB1,-0.004205429926832149,0.013586943317733136,target
2010-11-03,TNP,-0.06217869214812488,-0.06217869214812488,stop
2010-11-03,NUVA,-0.07117952578012765,-0.06516345390390843,stop
2010-11-04,JNY,-0.0010315064020408604,0.0030962065662252236,target
2010-11-05,PMD,0.0714271784704068,0.07496975226610081,target
2010-11-08,ATNY,0.014489235417663782,0.032258033504347416,target
2010-11-08,CONN,0.039912997331621236,0.06584310711395935,target
2010-11-09,NUVA,-0.033396803695579735,-0.027923705878031613,target
2010-11-11,GCA,-0.016177901510676773,-0.010344899593718315,target
2010-11-11,EVRI,-0.044630824284327186,-0.038966517452930005,target
2010-11-12,GIGAD,0.04154476829075282,0.050000000000000044,target
2010-11-15,ANWWQ,-0.07191445810121311,-0.07191445810121311,stop
2010-11-15,ANW,-0.07191445810121311,-0.07191445810121311,stop
2010-11-16,OPEN_old,0.1037114040593381,0.1037114040593381,time
2010-11-16,CKP,-0.06308954412000944,-0.06308954412000944,stop
2010-11-16,ZIPR,-0.004858612470055923,-0.003906246362021082,target
2010-11-16,SRDX,-0.07853982756006961,-0.07853982756006961,stop
2010-11-17,HCFB,0.004444440205891853,0.004444440205891853,target
2010-11-18,WL,-0.0031577849881517794,0.004750589250663406,target
2010-11-18,FONR,-0.04079126697571711,-0.013422396748402732,target
