date,vol60,median504,scale
2010-10-01,,,1.0
2010-10-08,,,1.0
2010-10-15,,,1.0
2010-10-22,,,1.0
2010-10-29,,,1.0
2010-11-05,,,1.0
2010-11-12,,,1.0
2010-11-19,,,1.0
2010-11-26,,,1.0
2010-12-03,,,1.0
2010-12-10,,,1.0
2010-12-17,,,1.0
2010-12-23,,,1.0
2010-12-31,0.29537421578056805,,1.0
2011-01-07,0.45995396141943184,,1.0
2011-01-14,0.5324208533835203,,1.0
2011-01-21,0.5505649446959279,,1.0
2011-01-28,0.5607219826564185,,1.0
2011-02-04,0.6819336709135831,,1.0
2011-02-11,0.6903083415088291,,1.0
2011-02-18,0.7675664064514939,,1.0
2011-02-25,0.7653424841147729,,1.0
2011-03-04,0.7845264821173348,,1.0
2011-03-11,0.8632746273551893,,1.0
2011-03-18,0.9025401715478009,,1.0
2011-03-25,0.9219437333610001,,1.0
2011-04-01,0.9044556830931173,,1.0
2011-04-08,0.911380511561234,,1.0
2011-04-15,0.8909312159990586,,1.0
2011-04-21,0.9009550894536988,,1.0
2011-04-29,0.8929429794833208,,1.0
2011-05-06,0.8227192382471734,,1.0
2011-05-13,0.8581037425722904,,1.0
2011-05-20,0.8955604968725378,,1.0
2011-05-27,0.9526980847589587,,1.0
2011-06-03,0.9384251614531722,,1.0
2011-06-10,0.8955939594060052,,1.0
2011-06-17,0.8785244022105231,,1.0
2011-06-24,0.9274581313411595,,1.0
2011-07-01,0.8986019265613229,,1.0
2011-07-08,0.8960275205368142,,1.0
2011-07-15,0.9112942746292715,,1.0
2011-07-22,0.9294277885467719,,1.0
2011-07-29,0.9355232732476949,,1.0
2011-08-05,0.936008552137134,,1.0
2011-08-12,0.9279325104932665,,1.0
2011-08-19,0.9449878136394613,,1.0
2011-08-26,0.8900731069475207,,1.0
2011-09-02,0.9239324453940226,,1.0
2011-09-09,0.9110770126447705,,1.0
2011-09-16,0.9197251376881622,,1.0
2011-09-23,0.9375224085743808,,1.0
2011-09-30,1.032554584797145,,1.0
2011-10-07,1.1428760939878768,,1.0
2011-10-14,1.1048121683710828,,1.0
2011-10-21,1.1073535291796948,,1.0
2011-10-28,1.1095883551138244,,1.0
2011-11-04,1.0386936825549833,,1.0
2011-11-11,1.008639733251946,,1.0
2011-11-18,1.0125251815142986,,1.0
2011-11-25,0.9996511851706054,,1.0
2011-12-02,1.0519028203450573,,1.0
2011-12-09,1.0578212448840474,,1.0
2011-12-16,1.0805667799905725,,1.0
2011-12-23,1.0423489622145257,,1.0
2011-12-30,1.0076991346484538,,1.0
2012-01-06,1.0369045627733946,,1.0
2012-01-13,1.0906354595142997,,1.0
2012-01-20,1.1392803511601521,,1.0
2012-01-27,1.1719685109382434,,1.0
2012-02-03,1.2019960514972379,,1.0
2012-02-10,1.1944947285117293,,1.0
2012-02-17,1.3592184717301292,,1.0
2012-02-24,1.3848771685749435,,1.0
2012-03-02,1.3819632429017665,,1.0
2012-03-09,1.3784005937824524,,1.0
2012-03-16,1.3485834913663326,,1.0
2012-03-23,1.3598348934725806,,1.0
2012-03-30,1.347812834817591,,1.0
2012-04-05,1.3695907450794602,,1.0
2012-04-13,1.3315920681908986,,1.0
2012-04-20,1.3300724102439994,,1.0
2012-04-27,1.3089992647286153,,1.0
2012-05-04,1.329029599607468,,1.0
2012-05-11,1.2967595782988628,,1.0
2012-05-18,1.274959672713991,,1.0
2012-05-25,1.376385853078203,,1.0
2012-06-01,1.3689620046386817,,1.0
2012-06-08,1.3684835491151424,,1.0
2012-06-15,1.358229504482548,,1.0
2012-06-22,1.420238396543015,,1.0
2012-06-29,1.3402077211269394,,1.0
2012-07-06,1.2843497635127137,,1.0
2012-07-13,1.3087751548306328,,1.0
2012-07-20,1.3342438062379132,,1.0
2012-07-27,1.3282139923160203,,1.0
2012-08-03,1.2714476183646477,,1.0
2012-08-10,1.1780711723363875,,1.0
2012-08-17,1.1723296851824387,,1.0
2012-08-24,1.0408315793058334,,1.0
2012-08-31,1.0058265830182886,,1.0
2012-09-07,1.0391086857625584,,1.0
2012-09-14,0.9926906370840617,,1.0
2012-09-21,0.9409816203133861,,1.0
2012-09-28,0.9685102463374301,,1.0
2012-10-05,0.9242209500040651,,1.0
2012-10-12,0.8050116486529022,,1.0
2012-10-19,0.7734632406010429,,1.0
2012-10-26,0.7778633422214205,,1.0
2012-11-02,0.7754103924119446,,1.0
2012-11-09,0.7584578354818239,,1.0
2012-11-16,0.675158717706445,,1.0
2012-11-23,0.6425899551870603,,1.0
2012-11-30,0.5511798854819739,,1.0
2012-12-07,0.49218897348645374,,1.0
2012-12-14,0.31634870394105635,,1.0
2012-12-21,0.3031075131337315,,1.0
2012-12-28,14.058039478852553,0.9590719004865652,0.3
2013-01-04,14.05805201757543,0.974665361811893,0.3
2013-01-11,14.057731455541356,0.993165386700711,0.3
2013-01-18,14.05855776341258,1.0014039560263965,0.3
2013-01-25,14.056838914059306,1.0071731190851483,0.3
2013-02-01,14.057860016855312,1.0111996231958171,0.3
2013-02-08,14.055796447983651,1.0198797697825335,0.3
2013-02-15,14.054505734084744,1.0247107766747339,0.3
2013-02-22,14.056034342181047,1.0293842744342145,0.3
2013-03-01,14.057711512008325,1.0348488547599952,0.3
2013-03-08,14.05649765286214,1.0380002424392987,0.3
2013-03-15,14.056532612255639,1.0394573366431945,0.3
2013-03-22,14.057070380591378,1.0418457241111367,0.3
2013-03-28,0.17895417308306086,1.0436882588945247,1.0
2013-04-05,0.15181327945185685,1.0436882588945247,1.0
2013-04-12,0.15069735140971052,1.0436882588945247,1.0
2013-04-19,0.16304885626734525,1.0436882588945247,1.0
2013-04-26,0.16456673130707905,1.0436882588945247,1.0
2013-05-03,0.16078690091152795,1.0436882588945247,1.0
2013-05-10,0.16365358418694945,1.0436882588945247,1.0
2013-05-17,0.1615105583753936,1.0436882588945247,1.0
2013-05-24,0.14963538674273633,1.0436882588945247,1.0
2013-05-31,0.15026482980792472,1.0436882588945247,1.0
2013-06-07,0.15162528138749695,1.0436882588945247,1.0
2013-06-14,0.15923537326523024,1.0436882588945247,1.0
2013-06-21,0.1711274396321853,1.0436882588945247,1.0
2013-06-28,0.16931197141334003,1.0436882588945247,1.0
2013-07-05,0.16989220046504108,1.0436882588945247,1.0
2013-07-12,0.16933975553212832,1.0436882588945247,1.0
2013-07-19,0.1658723302305046,1.0436882588945247,1.0
2013-07-26,0.16518875235530672,1.0436882588945247,1.0
2013-08-02,0.1575459992722958,1.0436882588945247,1.0
2013-08-09,0.1835269474124293,1.0436882588945247,1.0
2013-08-16,0.18639669339876405,1.0436882588945247,1.0
2013-08-23,0.18659044513520628,1.0436882588945247,1.0
2013-08-30,0.1814285593946948,1.0436882588945247,1.0
2013-09-06,0.1784552051829802,1.0436882588945247,1.0
2013-09-13,0.17111907259409945,1.0436882588945247,1.0
2013-09-20,0.17000553828447557,1.0436882588945247,1.0
2013-09-27,0.16917172890705637,1.0436882588945247,1.0
2013-10-04,0.16937462064308195,1.0436882588945247,1.0
2013-10-11,0.1817608451131024,1.040437856049849,1.0
2013-10-18,0.18346892868551565,1.0388252726328262,1.0
2013-10-25,0.18907921111252626,1.0369142318970113,1.0
2013-11-01,0.1693235342308367,1.0293842744342145,1.0
2013-11-08,0.18195826385270636,1.0244045270564408,1.0
2013-11-15,0.18657900926809912,1.0213195152718437,1.0
2013-11-22,0.1811770040212113,1.0213195152718437,1.0
2013-11-29,0.1795036998969789,1.0213195152718437,1.0
2013-12-06,0.1868235677406981,1.0032093230635464,1.0
2013-12-13,0.18340759172202298,0.9808937985264882,1.0
2013-12-20,0.18798138109609755,0.9436196931355469,1.0
2013-12-27,0.19052182957783345,0.9390347517977424,1.0
2014-01-03,0.17554739168517813,0.9268649686372115,1.0
2014-01-10,0.16227810642482396,0.8194867940138555,1.0
2014-01-17,0.1602276230037421,0.7782989787328529,1.0
2014-01-24,0.15961897505040812,0.7750085477341997,1.0
2014-01-31,0.1617585091742251,0.7711980213101807,1.0
2014-02-07,0.1502300553764128,0.7585999435169815,1.0
2014-02-14,0.15767514753934586,0.6753556465661712,1.0
2014-02-21,0.16512566851177285,0.6269815553607037,1.0
2014-02-28,0.16543267019175822,0.5511837702558644,1.0
2014-03-07,0.15672664723332982,0.4735760027296767,1.0
2014-03-14,0.15621935711521073,0.3166395325481566,1.0
2014-03-21,0.15237787556381646,0.29786073311059186,1.0
2014-03-28,0.15765314767667346,0.1905258109819094,1.0
2014-04-04,0.1636644176946547,0.18964090476543724,1.0
2014-04-11,0.16943334264959445,0.18880315621950444,1.0
2014-04-17,0.1703176339114462,0.18767092883032566,1.0
2014-04-25,0.16555333240994669,0.18700734547536352,1.0
2014-05-02,0.15945968067169933,0.1866009860647918,1.0
2014-05-09,0.16150402095674068,0.18637966559190294,1.0
2014-05-16,0.1639353021770943,0.18555590167012523,1.0
2014-05-23,0.1624174586904031,0.18348475585855906,1.0
2014-05-30,0.15995243726390715,0.1831461507064861,1.0
2014-06-06,0.16642814879889686,0.18205833707025484,1.0
2014-06-13,0.16302635109718822,0.18163408674621534,1.0
2014-06-20,0.15706181747727838,0.1813711005958229,1.0
2014-06-27,0.15126189669081913,0.18071027224481273,1.0
2014-07-03,0.15096737522847165,0.17922893649001986,1.0
2014-07-11,0.14903378140154774,0.17829309470111238,1.0
2014-07-18,0.14770677603144175,0.17586544932727732,1.0
2014-07-25,0.14477073055329973,0.17199557301238932,1.0
2014-08-01,0.1476214020151684,0.17119063140450386,1.0
2014-08-08,0.1431388388368862,0.1706294791051592,1.0
2014-08-15,0.14347723805913482,0.16999407788651652,1.0
2014-08-22,0.1437872927608769,0.169639898657758,1.0
2014-08-29,0.1416418049869079,0.1694039816463382,1.0
2014-09-05,0.13774193838877577,0.16931775282208839,1.0
2014-09-12,0.14349972929318577,0.16899819646970315,1.0
2014-09-19,0.14894259463144047,0.16845435477825654,1.0
2014-09-26,0.15706808968921368,0.16791679680891797,1.0
2014-10-03,0.1520572295453115,0.16721250369724688,1.0
2014-10-10,0.16757736925204736,0.16672594825716494,0.9949192364178852
2014-10-17,0.18115287805234773,0.1665458808537846,0.9193664635328502
2014-10-24,0.18262825080795364,0.1665458808537846,0.911939309044356
2014-10-31,0.17263129825854606,0.1665458808537846,0.9647490491808302
2014-11-07,0.1741645219296511,0.1665458808537846,0.9562560675879567
2014-11-14,0.17999537633109822,0.1665458808537846,0.9252786613108689
2014-11-21,0.18071645508718134,0.1665458808537846,0.9215866965376199
2014-11-28,0.18787570036087214,0.1665458808537846,0.886468449798898
2014-12-05,0.20239378197786687,0.1665458808537846,0.8228804226406399
2014-12-12,0.20110235562518475,0.1665458808537846,0.8281647439485661
2014-12-19,0.20599101356799707,0.1665458808537846,0.8085104197946396
2014-12-26,0.2016219833147031,0.1665458808537846,0.826030366906124
2015-01-02,0.20414020194015953,0.1665458808537846,0.8158406784696182
2015-01-09,0.20332154169882793,0.1665458808537846,0.819125605000981
