date,ticker,ret,gross_ret,type
2011-02-07,ACO,0.0209529884652786,0.0209529884652786,target
2011-02-07,NPBC,0.023312950055313086,0.023312950055313086,target
2011-02-07,SASR,-0.008277281326622532,-0.008277281326622643,target
2011-02-17,CHFC,0.0073855057840748195,0.0073855057840748195,target
2011-02-17,NPBC,0.0036496024326815313,0.0036496024326815313,target
2011-02-18,EDE,0.01348205509497502,0.01348205509497502,target
2011-02-24,JASO,0.12173908175953452,0.12173908175953452,target
2011-03-01,LSI,0.0018339930018240747,0.0018339930018240747,target
2011-03-02,JBT,0.017204284315123886,0.017204284315123886,target
2011-03-04,UMPQ,0.0022321939848524153,0.0022321939848524153,target
2011-03-07,SASR,-0.08328968778831292,-0.08328968778831292,stop
2011-03-09,SJI,0.08097242355143197,0.08097242355143197,target
2011-03-09,CHFC,0.013916439742432063,0.013916439742432063,target
2011-03-10,EDE,-0.00046664623142445016,-0.00046664623142445016,target
2011-03-11,PCH,-0.013541678049497685,-0.013541678049497685,target
2011-03-14,SASR,-0.06395993591817628,-0.06395993591817628,stop
2011-03-15,VWTR,-0.06441820816140675,-0.06441820816140664,stop
2011-03-15,PPS,-0.01252668483392494,-0.01252668483392494,target
2011-03-17,BRKL_old,-0.029836420536398234,-0.029836420536398234,target
2011-03-17,JASO,0.053191475484917206,0.053191475484917206,target
2011-03-17,NPBC,-0.024901710926695242,-0.024901710926695242,target
2011-03-24,LSI,-0.0002616676726712175,-0.0002616676726712175,target
2011-03-29,UMPQ,0.024096406839762885,0.024096406839762885,target
2011-03-29,STEL_old,0.025107632138113845,0.025107632138113845,target
2011-03-30,UNS,0.00976013575471213,0.00976013575471213,target
2011-04-01,SASR,0.11497646628558678,0.11497646628558678,target
2011-04-05,NPBC,0.07304112862856127,0.07304112862856127,target
2011-04-06,CHFC,0.03227430116544494,0.03227430116544494,target
2011-04-07,PCH,0.0079601912624645,0.0079601912624645,target
2011-04-07,STEL_old,0.01416429255567353,0.01416429255567353,target
2011-04-07,VWTR,0.00469009674570553,0.00469009674570553,target
2011-04-08,UNS,0.013285345365237955,0.013285345365237955,target
2011-04-12,ACO,-0.06287596874326074,-0.06287596874326062,stop
2011-04-19,STEL_old,-0.06372194697336164,-0.06372194697336164,stop
2011-04-20,IRC,0.011727042146608913,0.011727042146608913,target
2011-04-20,BRKL_old,-0.14353613718405023,-0.14353613718405012,stop
2011-04-21,FFG,0.04641490149935312,0.04641490149935312,target
2011-04-21,UMPQ,0.038567498902924324,0.038567498902924324,target
2011-04-25,KDN,-0.04086851153149318,-0.04086851153149318,target
2011-04-25,CFNL,-0.0046083123481043264,-0.0046083123481043264,target
2011-04-27,SJI,0.017269276521632904,0.017269276521632904,target
2011-04-28,SASR,0.03852900099798995,0.03852900099798995,target
2011-04-29,LBAI,0.05737884067346588,0.05737884067346588,target
2011-04-29,PCH,-0.008972019717516821,-0.008972019717516821,target
2011-05-04,DEL,-0.07686779585362125,-0.07686779585362125,stop
2011-05-04,LBAI,-0.02152644435231177,-0.02152644435231188,target
2011-05-05,KDN,-0.013845318604960632,-0.013845318604960744,target
2011-05-06,STEL_old,-0.0682853225618788,-0.0682853225618788,stop
2011-05-09,FFG,0.00033102380618665883,0.00033102380618665883,target
2011-05-09,SJI,0.006444693992446071,0.006444693992446071,target
2011-05-10,CFNL,0.03104420697585386,0.03104420697585386,target
2011-05-11,ACO,0.004959217902459567,0.004959217902459567,target
2011-05-11,BRKL_old,-0.07601713346334893,-0.07601713346334893,stop
2011-05-11,PCH,-0.013403372713775674,-0.013403372713775674,target
2011-05-12,SJI,-0.0012269885321707363,-0.0012269885321706253,target
2011-05-13,STEL_old,-0.03906249941792339,-0.03906249941792339,target
2011-05-16,CHFC,-0.03405416225387825,-0.03405416225387825,target
2011-05-16,DEL,-0.09386049562860965,-0.09386049562860965,stop
2011-05-17,BGG,-0.06008969499698158,-0.06008969499698158,stop
2011-05-23,LSI,-0.06082032361439804,-0.06082032361439793,stop
2011-05-23,STEL_old,-0.06427989945525714,-0.06427989945525714,stop
2011-05-24,FFIC,-0.07031248412518332,-0.07031248412518332,stop
2011-05-26,EDE,-0.08465609193731938,-0.08465609193731938,stop
2011-05-26,NPBC,-0.050518118793357325,-0.050518118793357325,target
2011-05-26,COL,-0.01910829662370017,-0.01910829662370017,target
2011-05-27,SUSQ,-0.045555538601345535,-0.045555538601345535,target
2011-06-01,USTR,-0.49899244917395147,-0.49899244917395147,stop
2011-06-02,PCH,-0.08395674055101399,-0.08395674055101399,stop
2011-06-03,BGG,-0.07366396980860945,-0.07366396980860945,stop
2011-06-08,FMBI,-0.06797706151621097,-0.06797706151621097,stop
2011-06-10,CHFC,-0.06401660427165323,-0.06401660427165334,stop
2011-06-16,FMER,-0.021485654725189485,-0.021485654725189596,target
2011-06-21,SUSQ,-0.067796659091922,-0.067796659091922,stop
2011-06-22,FMER,0.004380456622617768,0.004380456622617768,target
2011-06-29,UNS,-0.011161359865026865,-0.011161359865026865,target
2011-06-29,UMPQ,-0.0043402941621556446,-0.004340294162155756,target
2011-07-07,SJI,0.02595960537653741,0.02595960537653741,target
2011-07-18,SJI,-0.02557496648891877,-0.025574966488918882,target
2011-07-22,CHFC,0.03747965995527203,0.03747965995527203,target
2011-07-22,SASR,0.013513513513513598,0.013513513513513598,target
2011-07-25,NPBC,0.029525095896911102,0.029525095896911102,target
2011-08-02,SJI,-0.06975005479803487,-0.06975005479803487,stop
2011-08-04,KDN,-0.07566337179622495,-0.07566337179622495,stop
2011-08-04,SUSQ,-0.09350646857488232,-0.09350646857488232,stop
2011-08-04,UMPQ,-0.07270412238690405,-0.07270412238690405,stop
2011-08-08,LSI,-0.13980922875228485,-0.13980922875228474,stop
2011-08-08,SASR,-0.12260968621970714,-0.12260968621970703,stop
2011-08-08,CFNL,-0.11276785984097737,-0.11276785984097726,stop
2011-08-08,SJI,-0.12910990985368864,-0.12910990985368864,stop
2011-08-08,CHFC,-0.09529082471222294,-0.09529082471222283,stop
2011-08-25,SJI,0.05224836374403963,0.05224836374403963,target
2011-09-01,JRN,-0.07859077435122686,-0.07859077435122686,stop
2011-09-01,LBAI,-0.0627961800143978,-0.0627961800143978,stop
2011-09-01,GRT,-0.012926040821742202,-0.012926040821742202,target
2011-09-02,VWTR,-0.0837585536718326,-0.0837585536718326,stop
2011-09-02,ATU,-0.08117525731871422,-0.08117525731871422,stop
2011-09-02,RSO,-0.047970521258667076,-0.047970521258667076,target
2011-09-02,FMBI,-0.10592253492289194,-0.10592253492289194,stop
2011-09-02,IRC,-0.06288529884520733,-0.06288529884520733,stop
2011-09-02,LBAI,-0.07079645430875126,-0.07079645430875126,stop
2011-09-06,JRN,-0.09117652132436738,-0.09117652132436749,stop
2011-09-06,PL_old,-0.08004381046015518,-0.08004381046015518,stop
2011-09-06,IN,-0.051893391251101484,-0.051893391251101595,target
2011-09-07,PLFE,0.044808832587938774,0.044808832587938774,target
2011-09-07,PL_old,0.059594753222856456,0.059594753222856456,target
2011-09-08,AEL,-0.03806583080189385,-0.03806583080189385,target
2011-09-09,CHFC,-0.0717299893377028,-0.0717299893377028,stop
2011-09-09,JRN,-0.08308604774427708,-0.08308604774427719,stop
2011-09-09,VWTR,-0.07343122692262993,-0.07343122692262993,stop
2011-09-12,ROLL,-0.017656114078823504,-0.017656114078823615,target
2011-09-12,KDN,-0.031298426233484666,-0.03129842623348478,target
2011-09-13,FMBI,0.021656121681069118,0.021656121681069118,target
2011-09-15,JRN,0.24595469630217393,0.24595469630217393,target
2011-09-16,ASBC,0.043478193789121544,0.043478193789121544,target
2011-09-16,GRT,0.04685574975678941,0.04685574975678941,target
2011-09-19,CHFC,0.05064939649134548,0.05064939649134548,target
2011-09-20,UMPQ,0.045861389298728295,0.045861389298728295,target
2011-09-20,AEL,-0.01646538135929909,-0.01646538135929898,target
