,portfolio_value
2025-01-01,1.0
2025-01-02,1.0273935590938208
2025-01-03,1.0828963706249741
2025-01-04,1.0893175641259745
2025-01-05,1.087997109663173
2025-01-06,1.1016454105108566
2025-01-07,1.0148015983816348
2025-01-08,1.0104980157693326
2025-01-09,0.9789718501121514
2025-01-10,1.0037706221964215
2025-01-11,1.0292792525519374
2025-01-12,1.0154551814155293
2025-01-13,1.0024459436438042
2025-01-14,1.0425892872774662
2025-01-15,1.1512539260846162
2025-01-16,1.1552275758975856
2025-01-17,1.2291089871038985
2025-01-18,1.1827141013925628
2025-01-19,1.1033130679578098
2025-01-20,1.1248941110993422
2025-01-21,1.1541154654913088
2025-01-22,1.1303747840178606
2025-01-23,1.129797528038749
2025-01-24,1.1319811142277068
2025-01-25,1.1447813513914413
2025-01-26,1.104785039911256
2025-01-27,1.0955705241222657
2025-01-28,1.0688991607800946
2025-01-29,1.0907143439520908
2025-01-30,1.1387577498211865
2025-01-31,1.1250342973340974
2025-02-01,1.0677918076727537
2025-02-02,0.9629040967425073
2025-02-03,0.9874464396967878
2025-02-04,0.9438429404729207
2025-02-05,0.927982769527375
2025-02-06,0.9146800002721981
2025-02-07,0.9214748537472094
2025-02-08,0.931361375788932
2025-02-09,0.9313086119261517
2025-02-10,0.9614703986788357
2025-02-11,0.955243991461507
2025-02-12,0.9762098227144594
2025-02-13,0.9864167781189703
2025-02-14,1.0071462619906533
2025-02-15,1.02275245454698
2025-02-16,1.0001486427576138
2025-02-17,0.983337558962215
2025-02-18,0.981541824189253
2025-02-19,1.0094656564628794
2025-02-20,1.00252958763686
2025-02-21,0.9728917412284854
2025-02-22,0.9772430924887112
2025-02-23,0.9798269677723151
2025-02-24,0.883159312300305
2025-02-25,0.8815507635094973
2025-02-26,0.8784974076162498
2025-02-27,0.8827877478975511
2025-02-28,0.879516169628167
2025-03-01,0.8816085550793119
2025-03-02,0.9631160900920811
2025-03-03,0.8837547969009214
2025-03-04,0.8812591222447295
2025-03-05,0.893146402488556
2025-03-06,0.8968170765798291
2025-03-07,0.8753898888150902
2025-03-08,0.8678651281735996
2025-03-09,0.8227348909435515
2025-03-10,0.791029455847117
2025-03-11,0.8027139698227316
2025-03-12,0.8043295680071455
2025-03-13,0.795492338957982
2025-03-14,0.7984195100643371
2025-03-15,0.8016504739595207
2025-03-16,0.7888218822328658
2025-03-17,0.7917929693653362
2025-03-18,0.7881960475204042
2025-03-19,0.8016017451379887
2025-03-20,0.7859265749002241
2025-03-21,0.7823845706075704
2025-03-22,0.781797128195584
2025-03-23,0.7837998346566231
2025-03-24,0.7872724389268123
2025-03-25,0.787454447917728
2025-03-26,0.7798825708485816
2025-03-27,0.779685941449121
2025-03-28,0.7619645028848323
2025-03-29,0.7575599715248109
2025-03-30,0.7573237120029582
2025-03-31,0.7540777775815221
2025-04-01,0.7576984124201918
2025-04-02,0.7496189362321332
2025-04-03,0.752420668232758
2025-04-04,0.7573051972555366
2025-04-05,0.7583892577818155
2025-04-06,0.7424436719609674
2025-04-07,0.7409168273891862
2025-04-08,0.7254750209758108
2025-04-09,0.711560433481776
2025-04-10,0.7056781285823448
2025-04-11,0.7098290452011465
2025-04-12,0.7193110686127453
2025-04-13,0.7167820213510621
2025-04-14,0.7172566035844469
2025-04-15,0.7147111263054645
2025-04-16,0.7143791980422789
2025-04-17,0.7132564733225681
2025-04-18,0.7130884116100463
2025-04-19,0.7147640445147537
2025-04-20,0.7140886722505768
2025-04-21,0.7147054418799001
2025-04-22,0.718040415729603
2025-04-23,0.7185813806133112
2025-04-24,0.7181499215489363
2025-04-25,0.7179609190607168
2025-04-26,0.7185396037275296
2025-04-27,0.7213399658243088
2025-04-28,0.7257344042820786
2025-04-29,0.7212613985637091
2025-04-30,0.7179964350954616
2025-05-01,0.722984268213479
2025-05-02,0.7233511843040954
2025-05-03,0.720449722748969
2025-05-04,0.7160925245097567
2025-05-05,0.7152996712182332
2025-05-06,0.7197528707258783
2025-05-07,0.718164312431387
2025-05-08,0.740688198207324
2025-05-09,0.7358653208067231
2025-05-10,0.7533800501589545
2025-05-11,0.7385719027969195
2025-05-12,0.7537150672602496
2025-05-13,0.7576667274521336
2025-05-14,0.7512200121350988
2025-05-15,0.7337968737519281
2025-05-16,0.733497842171607
2025-05-17,0.7314590930847831
2025-05-18,0.736279672715295
2025-05-19,0.7226840709518783
2025-05-20,0.7228350035483442
2025-05-21,0.7293538104934814
2025-05-22,0.7339084428411733
2025-05-23,0.7199844633358713
2025-05-24,0.7231031510700843
2025-05-25,0.7254227208239423
2025-05-26,0.7239844570656475
2025-05-27,0.7239205532727312
2025-05-28,0.7164976289435169
2025-05-29,0.7136570417218403
2025-05-30,0.7114682316620515
2025-05-31,0.7123744264428089
2025-06-01,0.7137863228723249
2025-06-02,0.714127625490097
2025-06-03,0.7135531793470465
2025-06-04,0.7126362977506535
2025-06-05,0.7083725693128915
2025-06-06,0.7123290384715499
2025-06-07,0.7140324530972066
2025-06-08,0.7143044653615124
2025-06-09,0.714238921863694
2025-06-10,0.7212464828542127
2025-06-11,0.717165173290294
2025-06-12,0.707254119173669
2025-06-13,0.6976826014153312
2025-06-14,0.696899624495855
2025-06-15,0.697035387699876
2025-06-16,0.6987099111588986
2025-06-17,0.6958675764866926
2025-06-18,0.6962735654705321
2025-06-19,0.6960398182253521
2025-06-20,0.6942422934206611
2025-06-21,0.6928585717228709
2025-06-22,0.6911675683143454
2025-06-23,0.6974816291831677
2025-06-24,0.6981303713390297
2025-06-25,0.6998932104105332
2025-06-26,0.699400727236149
2025-06-27,0.699599340098539
2025-06-28,0.6999426373167128
2025-06-29,0.7013531054391795
2025-06-30,0.6997658176823602
2025-07-01,0.697919235086775
2025-07-02,0.695211986665604
2025-07-03,0.6973058974419567
2025-07-04,0.6872174001352246
2025-07-05,0.6861728250687406
2025-07-06,0.6904060304319389
2025-07-07,0.6877346518821011
2025-07-08,0.6925043252694003
2025-07-09,0.699857551955311
2025-07-10,0.7232380811775367
2025-07-11,0.7359989839068111
2025-07-12,0.7353166805458026
2025-07-13,0.7442401510114599
2025-07-14,0.7534229309508808
2025-07-15,0.7553243151050868
2025-07-16,0.7740546583239728
2025-07-17,0.7961401099622268
2025-07-18,0.7819733630214655
2025-07-19,0.8061046751856271
2025-07-20,0.8398569774155613
2025-07-21,0.8427010205530006
2025-07-22,0.8503399185859121
2025-07-23,0.7962035161114518
2025-07-24,0.7914994314977019
2025-07-25,0.7966534566807975
2025-07-26,0.7983534353918955
2025-07-27,0.814546847224474
2025-07-28,0.7831225663630911
2025-07-29,0.7829155435014409
2025-07-30,0.7820634518036192
2025-07-31,0.7518964423078665
2025-08-01,0.7378460772303209
2025-08-02,0.72234613634965
2025-08-03,0.7443021722229577
2025-08-04,0.7705667257263398
2025-08-05,0.74486241559289
2025-08-06,0.749206348521968
2025-08-07,0.7751253102803638
2025-08-08,0.783290275779263
2025-08-09,0.7926468076010439
2025-08-10,0.794483080652872
2025-08-11,0.7777033584374337
2025-08-12,0.8218562254136549
2025-08-13,0.8401205680874709
2025-08-14,0.788867962638886
2025-08-15,0.783982321481804
2025-08-16,0.7894275934660497
2025-08-17,0.7922212499998466
2025-08-18,0.7711719885390355
