date,ticker,ret,side
2015-11-10,YGYI,-0.19128111282398175,long
2015-12-16,ANRZ,-0.9569021378402085,long
2016-07-05,GOGL_old,0.1197594301928342,long
2020-09-02,OAS,-0.45977103804477726,long
2021-06-22,GRIF,-0.06753632306330859,long
2025-11-05,PTNT_old2,0.09385112149940578,long
2025-11-14,PXPC,0.0,long
