date,sector_10d_ret
2010-11-01,-0.11716771515617774
2011-08-04,-0.11840311039032159
2011-08-17,-0.11476645845867484
2011-08-19,-0.10452176090348309
2020-02-28,-0.10513550223020163
2020-03-05,-0.11327604264468805
2020-05-13,-0.17807747875916602
2020-06-22,-0.1052504367270708
2023-03-13,-0.14757148169340428
2023-05-02,-0.10023364951432667
