date,sector_10d_ret
2011-08-05,-0.10823503022611625
2011-08-17,-0.10226489457215004
2020-02-28,-0.11119653887346892
2020-03-05,-0.11303927321067231
2020-05-13,-0.17048142996065374
2020-06-22,-0.10649225175959876
2023-03-13,-0.14694266481192697
2023-05-12,-0.14339074880674052
