date,ticker,price,entry_price
2019-10-17,ACHN_old,6.2,2.5510812273994268
2019-11-05,SP,45.73,22.760000228881836
2019-11-05,SPAR,17.8382,9.252534685485934
2019-11-05,SHYF,17.0076,8.821708694375644
2019-11-19,KRTX,123.99,20.33938114339855
2019-11-26,RVI_old,3.2631,1.2218999862670898
2019-12-10,HCCI,31.72,15.774373254047006
2019-12-10,THOR_old,67.8,17.3799991607666
2019-12-20,IGMS,42.19,18.256180506777515
2019-12-20,PRNB,59.25,29.51910876542247
2019-12-24,HARP,205.8,94.69999694824219
2019-12-24,CBB,10.45,5.11155196435868
2019-12-30,GMVPD,5.6826,2.4240000247955322
2020-01-06,BRTXD,40.8,20.0
2020-01-09,MMMMD,545.0,200.0
2020-01-10,VEC,56.26,28.260000228881836
2020-01-22,AC,52.3799,27.86927151039921
2020-01-24,OYST,34.43,17.110639177213294
2020-02-24,AVDL,10.64,4.251556844687294
2020-05-08,VYSTD,1.8,1.1200000047683716
2020-05-11,CYBE,30.81,14.348855432748643
2020-05-12,FBNK,15.99,8.409926962730967
2020-05-28,BBRWD,16.0816,3.8703999519348145
2020-06-04,BYRND,6.25,3.0799999237060547
2020-06-08,TUP,7.9,3.2200000286102295
2020-06-08,CSPR,9.67,4.289999961853027
2020-06-08,TUPBQ,7.9,3.2200000286102295
2020-06-09,JENGQ,26.07,12.869999885559082
2020-06-09,QEP,2.27,0.9860000014305115
2020-06-12,TOGL,11.35,5.0
2020-06-16,NHIQ,53.1,24.347886496711652
2020-06-17,SWTX,47.75,22.91247593881452
2020-06-22,STSA,34.69,15.519256878040533
2020-06-23,VIVO_old,19.06,9.820182694748697
2020-06-26,DSKE,3.705,1.802483871430522
2020-06-29,VAPO,312.08,159.60000610351562
2020-06-30,CLCT,34.0499,16.70244962620771
2020-07-08,SOBRD,9.06,4.699999809265137
2020-07-10,AKRO,37.67,19.608391116953573
2020-07-10,NVOSD,2.9,1.7009999752044678
2020-07-17,NJMCD,4.48,2.240000009536743
2020-07-22,OMI,12.8635,5.210376031666511
2020-08-04,BRTXD,1.2,0.5333333412806196
2020-08-06,NUZE,1214.171,472.5
2020-08-12,BFXXQ,14.33,6.738894200912077
2020-08-12,BFX,14.33,6.739712628938085
2020-08-12,NLS,14.33,6.738894200912077
2020-08-17,PRTYQ,2.22,1.2899999618530273
